# frame_id x y z
84 2.522690 3.645175 1.126119
85 3.091208 4.019451 1.858720
86 3.365450 3.456500 2.638385
87 3.753530 4.184616 3.203398
88 4.468610 4.042026 3.887744
89 4.326331 4.963799 3.527062
90 4.020318 4.093086 3.142076
91 3.747776 5.027233 3.372488
92 3.528873 4.183004 2.883245
93 3.825898 4.849694 3.566838
94 4.248696 5.603844 4.069333
95 4.870695 5.820236 4.821856
96 4.830015 6.817545 4.882843
97 4.699292 7.689571 5.354523
98 4.605407 7.836404 6.339219
99 4.611652 8.557932 7.031576
100 4.105711 7.741770 7.310689
101 4.722869 8.369035 7.785721
102 4.141448 8.202821 8.582164
103 3.933776 8.346560 9.549745
104 3.438609 8.842327 10.263205
105 3.341028 9.250131 11.171045
106 3.998075 9.417217 10.435945
107 4.017296 10.063144 11.199103
108 3.904130 10.676442 11.980805
109 3.414694 9.870644 11.647423
110 3.451202 10.855728 11.815583
111 3.352987 11.652104 12.412357
112 3.772704 10.755201 12.273062
113 4.133089 9.854160 12.031718
114 3.750364 9.042226 11.590939
115 3.539024 9.973792 11.886778
116 3.969874 9.253875 11.342638
117 4.383098 8.412959 11.692076
118 4.508528 8.983115 12.503980
119 5.000028 8.313921 11.946659
120 4.702883 7.861642 11.105738
121 3.739321 7.890415 11.371673
122 2.768170 7.727108 11.545444
123 2.540784 7.094648 10.804978
124 3.027222 6.688893 10.031194
125 2.261953 7.090554 10.534216
126 1.386049 7.199742 11.004185
127 1.815589 7.921313 11.547168
128 1.957984 7.103147 10.990097
129 2.229453 6.274512 10.500538
130 2.699998 7.055254 10.911669
131 3.253847 7.825617 11.227570
132 2.840166 8.560548 11.764918
133 2.938881 7.789524 11.135811
134 3.438290 8.613133 11.404620
135 3.187883 7.851479 10.806974
136 3.878098 8.549654 10.997118
137 4.376524 9.365056 11.291553
138 5.127268 10.021883 11.362002
139 5.699874 10.841359 11.386110
140 5.278476 11.288177 12.175273
141 5.021676 12.012869 12.814707
142 5.197014 12.717491 13.502286
143 4.851905 11.992850 12.905800
144 4.595582 12.534705 13.706232
145 4.847150 13.212139 14.397461
146 5.173928 13.507117 15.295350
147 6.077898 13.194686 15.003414
148 7.030184 13.179649 14.698579
149 7.960522 13.267422 15.054624
150 8.581433 13.624211 15.752600
151 9.112232 14.127491 16.434481
152 8.163919 14.174498 16.120646
153 7.219254 14.494760 16.191649
154 8.206909 14.436256 16.046338
155 9.142071 14.394788 15.694553
156 8.300665 14.635814 16.178229
157 9.095792 14.178972 15.779396
158 9.453685 15.097488 15.947445
159 9.526951 16.084947 15.807601
160 9.821488 16.926486 15.354766
161 10.504398 16.265234 15.044313
162 11.358125 16.784730 15.079997
163 11.778095 16.062655 14.530240
164 12.448104 16.786317 14.364707
165 12.063859 15.958803 14.774067
166 12.605290 16.536081 14.162837
167 13.277081 17.202605 13.839661
168 13.771121 17.917184 13.344383
169 14.370658 18.343716 12.667163
170 14.832857 19.098442 12.201588
171 15.389689 19.552092 11.505786
172 14.972536 18.746800 11.927079
173 15.411932 19.579104 11.589144
174 15.120140 18.679419 11.913833
175 15.708313 18.162002 11.292277
176 14.913670 18.459045 11.821719
177 14.943082 19.458601 11.816966
178 14.818194 20.445339 11.920659
179 15.424857 20.240607 11.152515
180 15.026966 21.129555 11.379348
181 14.985975 21.885568 12.032621
182 14.775181 20.995034 11.629489
183 14.624216 21.867104 12.095003
184 14.172283 21.130637 12.598364
185 14.544948 20.801090 11.730885
186 14.715050 21.709647 11.349324
187 14.289084 21.502559 12.230044
188 14.738441 21.328793 11.353754
189 14.364625 21.647825 12.224662
190 14.361923 20.906700 11.553300
191 14.110066 21.654694 12.167362
192 13.649405 21.935445 13.009366
193 14.185818 22.075827 12.177168
194 14.927985 22.099396 11.507367
195 14.223055 22.568517 12.039344
196 14.506911 23.521903 12.141715
197 13.676307 23.333560 12.665761
198 13.191448 22.563561 13.080505
199 13.258528 22.408463 12.094886
200 12.842846 22.543320 12.994343
201 13.550276 23.027133 12.479107
202 13.881571 23.958801 12.329979
203 14.760919 24.434564 12.310081
204 14.002960 24.117829 12.880325
205 13.919680 23.207357 12.475226
206 13.158770 23.834967 12.310539
207 12.958652 24.178606 13.228070
208 12.286282 23.971053 13.938591
209 12.089257 23.680115 14.874827
210 12.084985 23.769326 13.878823
211 11.670404 23.464000 13.021561
212 12.057399 23.759486 13.895016
213 11.489092 23.472513 14.666168
214 11.420457 23.720824 13.699922
215 11.630987 24.027816 14.628056
216 11.823628 24.554235 15.456169
217 11.551667 23.686668 15.872540
218 10.962078 23.248621 15.193939
219 10.723171 22.277758 15.175216
220 10.532017 21.412695 15.639032
221 10.398637 20.961043 16.521200
222 10.142476 20.401224 15.733174
223 10.117904 20.105120 14.778335
224 10.292466 20.524848 15.669040
225 10.257802 20.941108 16.577625
226 10.699133 21.836070 16.642966
227 10.756643 21.962010 17.633335
228 10.971785 22.495676 18.451207
229 10.859142 22.874179 19.369928
230 11.248359 23.500638 20.045248
231 11.987755 24.045377 19.649579
232 12.181930 24.749834 20.332248
233 12.505676 25.446666 20.972259
234 13.247992 26.036957 21.289312
235 12.790104 25.269752 20.840163
236 12.891535 26.254771 20.700707
237 12.566922 25.321849 20.544879
238 11.903158 24.750915 20.061711
239 11.872541 25.200160 20.954595
240 12.062014 25.722672 20.123282
241 12.079522 26.540919 20.697882
242 12.542290 27.426698 20.662627
243 12.619239 27.393698 21.659115
244 12.626248 26.743411 22.418772
245 12.163550 26.229944 21.696095
246 12.833327 26.656723 22.303761
247 13.584788 27.277611 22.526932
248 14.011474 28.055108 22.988924
249 13.958514 28.754018 22.275678
250 13.257226 28.046334 22.361573
251 14.014497 28.688369 22.481285
252 14.374049 29.407563 21.886741
253 13.700115 28.951410 22.467892
254 14.055153 28.759068 23.382743
255 13.571162 28.516660 22.541916
256 13.698287 28.529829 23.533715
257 13.865099 28.662253 24.510771
258 13.433442 28.580964 23.612403
259 13.805448 28.689536 24.534262
260 12.919255 28.511265 24.961908
261 12.648986 28.407377 24.004745
262 12.960173 28.498218 24.950742
263 13.103257 28.068969 24.058961
264 12.940180 28.794074 24.728012
265 13.236576 27.999306 25.257628
266 12.670918 28.820321 25.334865
267 13.239286 28.019532 25.145936
268 13.002621 28.968061 25.356368
269 12.659911 28.158952 25.833749
270 12.977534 27.263220 25.522653
271 12.595350 26.360698 25.324188
272 12.804011 27.303611 25.583756
273 13.052682 26.659897 26.307493
274 13.246904 27.535340 25.864913
275 13.425817 26.814986 26.535047
276 13.525105 26.078951 27.204670
277 13.538575 27.065449 27.367887
278 13.221301 27.810132 26.780703
279 13.393632 26.854127 27.018100
280 13.079719 27.749555 26.702397
281 12.938954 28.698933 26.983230
282 12.764042 29.655603 26.750449
283 12.989358 30.411186 26.135366
284 12.980005 31.371166 26.415279
285 12.915305 30.412239 26.139104
286 12.570758 31.249664 26.563375
287 12.596541 32.089847 27.105065
288 12.651877 31.100481 27.239574
289 12.765206 31.964790 27.729601
290 12.826569 32.880133 28.127574
291 13.062766 33.772621 28.511859
292 13.074729 34.596807 29.078053
293 12.872337 35.426534 29.598236
294 12.915595 36.259348 30.150095
295 12.937454 37.258968 30.166923
296 12.665046 38.089736 29.681518
297 12.741269 38.357105 28.720943
298 12.697517 37.428227 29.088738
299 12.699808 36.527226 29.522548
300 12.778815 37.416976 29.072990
301 12.792377 36.773554 29.838381
302 12.515878 37.621956 29.386981
303 12.417503 38.614659 29.317240
304 12.443421 39.287332 28.577754
305 13.137481 39.915217 28.929950
306 13.885580 39.888762 29.593009
307 13.433195 39.011589 29.753992
308 12.958914 38.194714 30.082277
309 13.645092 38.756502 30.544394
310 12.981685 38.078753 30.227303
311 13.522141 38.898719 30.415886
312 12.740429 38.329154 30.161874
313 11.844376 37.965375 29.907407
314 11.819272 37.194082 30.543392
315 11.256165 37.668189 29.866537
316 10.459066 37.124159 29.604498
317 9.662965 36.660638 29.215433
318 10.345152 36.682700 29.946278
319 10.126563 35.785335 30.329623
320 10.104996 34.858888 30.705429
321 9.681267 33.960391 30.590727
322 10.271042 34.669835 30.976543
323 10.778361 35.441884 31.359384
324 10.354474 34.568375 31.120008
325 10.896257 35.351526 31.425205
326 10.370940 34.535985 31.182439
327 10.538503 35.511017 31.036715
328 10.776747 36.330478 31.557986
329 10.376954 35.425815 31.705467
330 10.850971 36.230380 32.063215
331 11.077614 37.204152 32.083263
332 11.002400 37.981282 31.458434
333 10.855016 37.012572 31.658130
334 11.497376 37.714660 31.965451
335 12.213014 37.950668 32.622841
336 11.690048 37.188319 32.241619
337 12.006120 36.533398 32.928042
338 12.764517 36.920034 33.452776
339 12.938630 37.900980 33.538972
340 13.569158 38.616476 33.839803
341 14.361102 38.944673 34.354692
342 14.637195 38.798184 35.304594
343 14.486155 37.816370 35.419608
344 14.976906 37.354814 36.158614
345 15.938183 37.286723 36.425652
346 14.975961 37.187114 36.172261
347 15.451230 37.095474 37.047316
348 15.804431 36.853004 37.950896
349 16.800722 36.767917 37.963785
350 17.157882 36.727542 38.896955
351 16.460080 36.398343 38.260794
352 15.653792 36.327650 37.673510
353 16.500331 35.798503 37.615402
354 17.248946 35.151668 37.760936
355 16.832849 34.949430 36.874390
356 16.446846 34.042582 36.705191
357 16.381600 34.968748 37.076620
358 15.705309 34.566121 36.459755
359 15.833553 35.489619 36.821287
360 16.145613 34.552389 36.976913
361 16.059731 35.548683 36.981828
362 16.142169 36.543328 37.044149
363 15.831044 35.705932 36.594740
364 15.545047 34.939140 36.020078
365 14.882704 34.909170 35.271478
366 15.197019 33.963590 35.187309
367 15.141520 34.916534 35.485330
368 14.726806 35.756904 35.834314
369 14.561323 36.732999 35.975219
370 15.253756 36.011587 35.985252
371 15.284563 35.397287 35.196781
372 15.818854 34.598337 34.920715
373 16.565375 34.611907 35.585938
374 16.258493 33.964448 34.888357
375 16.107624 33.093103 34.421456
376 15.217101 33.348936 34.045266
377 16.011461 33.100731 34.599691
378 16.458719 32.222381 34.430985
379 16.187162 33.151278 34.682792
380 15.766681 34.012856 34.967185
381 15.132810 34.772892 34.823824
382 15.920023 35.161549 35.302616
383 15.277829 34.677121 34.708548
384 15.782460 34.971987 35.519968
385 15.814877 35.642119 36.261502
386 15.387861 36.408572 36.741300
387 14.575939 36.283950 36.170992
388 14.208656 37.125651 36.566772
389 14.049163 37.989858 37.043960
390 14.588435 38.718910 37.465469
391 13.913171 39.379479 37.137343
392 13.512307 40.185942 37.571999
393 12.747405 40.816301 37.704560
394 13.276463 40.050016 37.339998
395 12.322917 39.770615 37.227374
396 13.219757 40.131877 37.482652
397 12.544707 39.611119 36.960045
398 12.329140 40.423185 37.502336
399 11.993481 39.569569 37.103998
400 12.449404 38.733397 36.799119
401 13.264795 39.137899 37.213263
402 13.438939 40.110342 37.368280
403 14.425237 40.173916 37.520512
404 15.204290 40.690453 37.165172
405 15.877829 40.260632 36.563841
406 15.661952 40.109951 37.528565
407 16.107368 39.232288 37.705517
408 16.378906 38.850415 36.822092
409 17.101391 39.534930 36.724858
410 16.204542 39.711314 37.130505
411 16.777570 38.980808 36.759022
412 17.440271 38.881069 36.016810
413 16.765431 38.700067 36.732232
414 16.240501 39.471074 37.092783
415 15.624291 39.970859 37.701470
416 15.335168 40.667630 38.357914
417 14.695839 40.341323 39.054177
418 15.526184 40.879055 38.907982
419 14.746719 40.400922 39.312733
420 14.088569 40.060238 39.984129
421 13.334222 40.278301 40.603331
422 12.620010 39.992527 41.242262
423 11.784978 40.155838 41.767667
424 12.301057 41.009289 41.694989
425 11.610907 41.533054 42.194353
426 11.098148 42.207655 42.725381
427 10.279830 42.500627 43.219874
428 10.836708 43.251751 42.865332
429 10.151817 43.646022 43.478092
430 10.720651 44.459777 43.358800
431 9.855182 43.959718 43.388883
432 9.663413 42.988827 43.245367
433 10.506431 42.758979 42.759064
434 10.966518 43.580251 42.421674
435 10.189936 43.791595 43.015184
436 9.822821 42.865499 42.928163
437 10.038181 43.802601 43.202863
438 10.887317 44.111948 42.774761
439 10.289986 44.906350 42.664663
440 10.718652 44.027087 42.456955
441 11.407394 43.710377 41.804782
442 12.201055 44.228151 41.485388
443 13.026389 44.156585 40.925297
444 13.817510 44.003712 40.333049
445 14.478291 43.654913 39.668438
446 15.301377 43.633488 39.100926
447 14.621267 43.579203 39.832023
448 15.450800 43.620451 39.275091
449 16.022807 43.082948 38.655496
450 16.851171 43.130501 38.097328
451 16.039863 42.698480 38.491203
452 16.747384 42.698504 37.784510
453 16.041504 43.106762 38.363353
454 16.464208 42.511112 37.680329
455 17.241484 42.582273 37.055207
456 17.741021 41.967002 36.445367
457 17.127547 42.219370 37.193672
458 17.707779 41.678666 36.584599
459 17.103205 42.049692 37.289460
460 16.392992 42.304916 37.945553
461 16.952000 41.611154 37.491456
462 16.903662 42.605533 37.585656
463 17.409393 42.504254 36.728931
464 16.603599 42.302322 37.285635
465 16.116709 41.431108 37.222994
466 16.400908 42.378794 37.368327
467 15.690669 41.764779 37.712632
468 15.856798 41.450222 36.778044
469 16.261286 41.401310 35.864809
470 16.592700 40.824745 35.117991
471 16.594779 40.058836 34.475046
472 17.333444 39.783125 33.859938
473 17.744295 39.623967 32.962235
474 18.150916 39.698161 32.051656
475 18.794192 39.487757 31.315500
476 18.799054 38.779743 30.609318
477 19.527653 38.904332 29.935803
478 19.919936 38.858898 29.017082
479 20.775744 38.824120 28.500958
480 21.028760 38.374332 27.644411
481 20.733064 37.439776 27.446500
482 21.409579 37.467077 26.710577
483 21.418553 36.829028 25.940634
484 22.232259 36.800399 25.360062
485 22.417667 36.118837 24.652180
486 22.440630 35.396316 23.961213
487 22.741740 34.742550 23.267006
488 22.128479 34.112541 23.743451
489 23.006454 34.003286 23.277378
490 23.238874 33.951600 22.306137
491 23.294946 33.250845 21.594942
492 23.419812 34.080756 22.138685
493 22.855184 33.356662 21.742601
494 22.408985 32.519550 21.426134
495 21.789880 31.740989 21.323416
496 22.657722 31.576788 20.854494
497 22.530687 30.668450 20.456018
498 23.260269 30.078369 20.110310
499 22.763369 29.295179 19.736541
500 23.306039 28.498639 19.470019
501 22.376817 28.406823 19.827952
502 23.243594 28.887871 19.959444
503 22.256742 28.731566 20.000570
504 21.281756 28.710451 20.221834
505 21.842781 27.995271 19.804978
506 22.634067 27.436869 19.555872
507 21.650245 27.605126 19.617382
508 22.531830 27.187106 19.398140
509 21.582155 27.406637 19.621575
510 20.604425 27.585478 19.511758
511 21.369132 27.061794 19.136287
512 22.196608 26.660488 18.743557
513 22.793833 25.904825 18.474677
514 21.837736 26.119567 18.674087
515 20.993290 26.648775 18.756853
516 20.247392 27.245341 19.053073
517 19.383426 27.666568 19.328992
518 19.161635 28.527178 19.787422
519 18.350423 29.045842 20.057464
520 18.610671 28.189361 19.611693
521 19.526084 28.422754 19.939637
522 18.674522 28.921789 20.100281
523 17.874960 29.497999 20.269641
524 18.128756 28.733378 19.677238
525 18.160467 27.909365 19.111555
526 18.520860 27.361923 18.356291
527 18.140616 27.747722 19.196870
528 17.787633 28.269309 19.973626
529 17.269556 28.645226 20.741925
530 16.777220 29.160920 21.443113
531 17.440456 28.696494 20.856234
532 18.427263 28.738730 20.699938
533 17.430595 28.663891 20.732369
534 18.272359 28.134915 20.840155
535 17.885555 28.803230 21.475558
536 17.735787 29.269753 22.347295
537 18.593093 28.762364 22.434372
538 18.849175 29.673283 22.757865
539 19.197034 30.502910 23.194572
540 19.688536 29.729803 22.793658
541 20.470435 30.323201 22.984740
542 20.932128 31.049515 23.493963
543 20.202240 30.397686 23.288096
544 21.049110 30.926139 23.347656
545 21.801823 31.541614 23.581352
546 22.585517 32.136658 23.759527
547 23.511778 32.336979 24.078764
548 23.066035 32.888759 24.783641
549 22.566833 32.981024 25.645201
550 23.073714 32.576634 24.883925
551 23.775347 32.693631 25.586792
552 23.067756 32.474318 26.258518
553 22.417815 32.454274 27.018239
554 22.783969 32.563684 26.094139
555 23.001607 32.017346 25.285344
556 22.459687 31.913190 24.451393
557 21.861321 32.184827 25.205165
558 20.919235 32.345732 25.499417
559 20.133726 32.240393 24.889599
560 19.153816 32.287662 25.083359
561 18.867062 31.930185 24.194550
562 17.987213 31.851679 23.725825
563 17.059737 31.851080 23.351943
564 16.323099 32.009018 24.009529
565 15.384951 32.310435 24.179903
566 15.926939 31.946406 23.422452
567 16.617099 31.665965 24.089559
568 16.243175 31.322050 23.228221
569 15.411499 31.863171 23.103710
570 14.639328 32.042219 22.494042
571 15.171583 31.388021 21.956707
572 14.640064 32.070073 22.458994
573 14.843848 31.460879 21.692603
574 14.541057 32.273913 22.189888
575 15.157383 31.604078 21.775808
576 15.610046 31.131989 21.019350
577 15.382714 31.473522 21.931313
578 14.753963 31.021132 21.298845
579 14.055553 31.429558 21.886561
580 13.659168 31.491311 22.802567
581 13.807384 32.214870 23.476728
582 12.944586 32.089107 22.987072
583 13.348604 32.662065 23.700155
584 13.237630 32.197352 22.821676
585 12.690791 31.847103 22.061220
586 13.566060 32.246009 21.787763
587 13.020690 31.992377 20.988862
588 12.049692 32.113897 21.194765
589 12.192758 32.729596 21.969650
590 11.794092 32.236931 21.196122
591 11.424464 32.268504 22.124765
592 11.013925 32.631584 22.961204
593 11.252678 32.130261 22.129536
594 11.614362 32.638116 22.911372
595 11.334660 33.035649 23.785291
596 12.292740 32.760361 23.705917
597 13.255528 32.932754 23.914051
598 12.726532 32.706572 24.731978
599 12.061214 32.415205 25.419333
600 12.284316 32.370684 24.445555
601 12.158901 31.908254 23.567814
602 12.003824 31.438630 22.698674
603 11.736887 32.071528 23.425437
604 11.454156 32.879956 22.909192
605 11.012052 33.733136 22.632374
606 11.322931 33.353531 23.503726
607 11.055737 33.468081 22.546916
608 11.488755 32.694283 23.009226
609 11.832763 32.266339 23.845003
610 11.364933 32.822377 24.531994
611 11.878986 32.195374 25.117328
612 12.498469 31.701183 24.507396
613 13.201212 31.243909 23.962371
614 12.482502 31.884597 24.232508
615 13.069782 31.142518 24.555650
616 13.738304 30.420019 24.731925
617 13.534737 30.797026 25.635488
618 13.762650 30.427029 26.536131
619 13.280320 30.993877 25.868268
620 13.665868 30.083948 26.021178
621 14.187306 29.239424 25.899183
622 14.849914 28.568734 26.232537
623 15.211063 28.399866 25.315446
624 14.651013 28.641085 26.108010
625 13.943000 29.236081 25.727618
626 14.007157 28.238407 25.750643
627 13.828108 28.380483 26.724171
628 14.424454 27.585502 26.612924
629 15.270375 27.058674 26.530036
630 14.562723 27.314197 27.188774
631 13.983583 27.839636 27.812080
632 13.973786 27.876233 28.811362
633 14.265398 27.511992 27.926890
634 13.862388 27.727978 28.816234
635 14.224164 27.595181 29.738992
636 13.474940 27.578776 30.401106
637 14.345685 27.180772 30.689891
638 14.874743 27.068420 29.848776
639 15.546967 26.357683 30.056059
640 15.956216 25.977015 29.226838
641 16.716894 25.445191 28.854638
642 17.348593 24.691681 28.672487
643 16.991180 25.243409 27.918927
644 16.547609 25.474799 27.053073
645 16.486411 25.791502 27.999621
646 16.827062 25.519355 27.099681
647 17.232667 25.270651 26.220118
648 17.292555 25.458274 27.200532
649 17.536698 25.212238 26.262523
650 16.981685 25.878631 25.764647
651 17.328003 25.079206 25.273746
652 17.747606 24.172887 25.223559
653 17.584091 24.480644 24.286249
654 18.142907 23.945770 24.919996
655 18.337439 23.349252 25.698664
656 18.871721 22.588564 26.067306
657 19.830519 22.373296 25.881928
658 19.617163 23.147392 25.285896
659 19.746049 22.523814 26.056959
660 20.343546 21.790788 26.382027
661 19.529496 21.580598 26.923454
662 19.996326 20.773381 27.284661
663 20.771298 20.966576 26.682918
664 20.029442 21.069478 27.345535
665 20.802336 20.466826 27.146926
666 21.226170 20.866839 26.334304
667 20.402884 21.153349 26.824318
668 19.681440 20.849868 27.446747
669 19.644556 21.786316 27.097883
670 20.549047 21.834751 26.674150
671 21.206061 21.561983 25.971348
672 20.776297 22.444616 26.161774
673 20.106877 22.385306 26.902287
674 19.744143 23.311933 26.803358
675 20.554444 22.852730 26.439290
676 19.763721 23.249572 26.905416
677 19.948105 23.819169 26.104440
678 20.639352 23.377801 25.532276
679 21.516370 22.998658 25.237166
680 21.956814 22.175304 24.879260
681 22.354551 22.400337 23.989786
682 21.926709 23.111491 23.431922
683 22.565552 22.634785 22.828076
684 23.091528 21.941814 22.334983
685 22.902662 22.779114 21.821895
686 23.854816 22.509488 21.678001
687 23.275980 23.280325 21.411996
688 22.726085 23.387793 22.240288
689 23.483384 22.746266 22.118048
690 23.108780 22.488969 23.008818
691 22.630166 22.801751 23.829242
692 23.303227 23.055939 23.134708
693 23.455581 22.142488 22.757356
694 24.080543 21.391415 22.544487
695 23.455443 20.766523 23.012206
696 23.582265 19.932631 22.475046
697 24.281491 20.102980 21.780738
698 24.375519 19.350524 21.128841
699 23.848606 19.286717 21.976362
700 24.268429 19.504488 22.857455
701 25.134004 19.905331 22.557282
702 25.973225 19.973119 22.017733
703 26.523497 19.328164 21.487419
704 26.979966 20.016576 20.923748
705 26.869087 19.022750 20.927776
706 26.433563 18.491565 21.654522
707 27.048492 19.155414 21.228887
708 26.464677 18.402106 21.531684
709 26.022352 18.407444 22.428523
710 25.423467 17.841357 22.994989
711 24.849756 17.196208 23.499605
712 24.300224 16.519720 23.989889
713 23.795343 16.306883 24.826426
714 24.046641 16.075212 23.886651
715 23.845337 15.443363 23.138157
716 23.659340 15.053855 24.040204
717 23.937854 15.427815 24.924842
718 23.843146 14.862250 24.105594
719 23.684041 15.368612 24.953110
720 23.590672 15.206333 25.935427
721 23.833081 15.144430 24.967230
722 24.076977 14.969302 24.013372
723 24.531338 15.004902 23.123266
724 25.124066 15.220500 22.347256
725 25.204368 14.723990 21.482948
726 25.023891 14.215630 20.640927
727 25.421792 14.595960 19.806047
728 25.779946 15.263170 20.459160
729 26.612635 15.676265 20.090405
730 25.840196 15.175341 20.480804
731 26.145814 15.144502 19.529149
732 25.828916 14.315144 19.068997
733 26.464288 15.059420 18.863192
734 25.827806 14.313471 18.667102
735 26.389325 15.124898 18.829224
736 26.905502 14.578686 18.169517
737 26.172019 14.038032 18.581457
738 26.822676 14.783432 18.436461
739 27.544011 14.552695 17.783440
740 28.001687 15.322483 18.228366
741 28.333238 15.160961 17.298858
742 27.755095 14.355295 17.169813
743 28.042290 13.680080 16.490398
744 28.690703 13.453592 15.763581
745 28.067602 13.562866 14.989111
746 27.963113 12.639164 14.620525
747 28.644492 12.849796 13.919556
748 28.774460 13.755837 14.322294
749 29.654446 14.040013 13.941679
750 28.842102 13.966105 14.520155
751 28.823506 13.335478 13.744292
752 29.306583 12.843616 13.019924
753 29.164142 11.853893 13.007354
754 28.690457 12.184690 13.823563
755 29.071982 13.075267 14.071173
