# time tx ty tz qx qy qz qw
338.000000 12.764517 36.920034 33.452776 0.117377 0.928501 0.051471 -0.348510
339.000000 12.938630 37.900980 33.538972 0.115287 0.928967 0.034845 -0.350022
340.000000 13.569158 38.616476 33.839803 0.113483 0.929064 0.023380 -0.351304
341.000000 14.361102 38.944673 34.354692 0.115083 0.928235 0.009937 -0.353604
342.000000 14.637195 38.798184 35.304594 0.114128 0.927325 -0.001708 -0.356426
343.000000 14.486155 37.816370 35.419608 0.114001 0.925593 -0.005089 -0.360910
344.000000 14.976906 37.354814 36.158614 0.105806 0.923463 -0.017281 -0.368405
345.000000 15.938183 37.286723 36.425652 0.098622 0.920215 -0.027693 -0.377772
346.000000 14.975961 37.187114 36.172261 0.092514 0.916657 -0.033195 -0.387401
347.000000 15.451230 37.095474 37.047316 0.088512 0.913300 -0.035602 -0.395955
348.000000 15.804431 36.853004 37.950896 0.087025 0.909473 -0.035997 -0.404957
349.000000 16.800722 36.767917 37.963785 0.085991 0.904661 -0.033693 -0.416004
350.000000 17.157882 36.727542 38.896955 0.087672 0.902648 -0.028821 -0.420368
351.000000 16.460080 36.398343 38.260794 0.086378 0.900322 -0.021328 -0.426034
352.000000 15.653792 36.327650 37.673510 0.085891 0.897140 -0.017430 -0.432964
353.000000 16.500331 35.798503 37.615402 0.087072 0.893380 -0.012233 -0.440614
354.000000 17.248946 35.151668 37.760936 0.087328 0.890808 -0.004779 -0.445883
355.000000 16.832849 34.949430 36.874390 0.088462 0.888559 0.000870 -0.450152
356.000000 16.446846 34.042582 36.705191 0.094414 0.886086 0.016656 -0.453498
357.000000 16.381600 34.968748 37.076620 0.091810 0.887372 0.018555 -0.451439
358.000000 15.705309 34.566121 36.459755 0.094089 0.884664 0.037199 -0.455119
359.000000 15.833553 35.489619 36.821287 0.094449 0.883485 0.047619 -0.456362
360.000000 16.145613 34.552389 36.976913 0.101684 0.878408 0.073533 -0.461143
361.000000 16.059731 35.548683 36.981828 0.109497 0.874229 0.092627 -0.463847
362.000000 16.142169 36.543328 37.044149 0.114275 0.871761 0.105672 -0.464550
363.000000 15.831044 35.705932 36.594740 0.124502 0.864481 0.141491 -0.465995
364.000000 15.545047 34.939140 36.020078 0.134715 0.853178 0.180480 -0.470495
365.000000 14.882704 34.909170 35.271478 0.143968 0.843941 0.203031 -0.475200
366.000000 15.197019 33.963590 35.187309 0.154120 0.834883 0.219761 -0.480543
367.000000 15.141520 34.916534 35.485330 0.160406 0.829216 0.228646 -0.484140
368.000000 14.726806 35.756904 35.834314 0.166832 0.823055 0.241989 -0.485993
369.000000 14.561323 36.732999 35.975219 0.169736 0.815674 0.254256 -0.491140
370.000000 15.253756 36.011587 35.985252 0.175616 0.806045 0.267828 -0.497713
371.000000 15.284563 35.397287 35.196781 -0.182173 -0.787888 -0.290753 0.511379
372.000000 15.818854 34.598337 34.920715 -0.188925 -0.777072 -0.302353 0.518700
373.000000 16.565375 34.611907 35.585938 -0.197449 -0.765421 -0.312437 0.526808
374.000000 16.258493 33.964448 34.888357 -0.207085 -0.749966 -0.328350 0.535587
375.000000 16.107624 33.093103 34.421456 -0.217963 -0.735915 -0.341695 0.542370
376.000000 15.217101 33.348936 34.045266 -0.225910 -0.724454 -0.352088 0.547874
377.000000 16.011461 33.100731 34.599691 -0.232411 -0.714516 -0.360769 0.552538
378.000000 16.458719 32.222381 34.430985 -0.239274 -0.702742 -0.372396 0.556976
379.000000 16.187162 33.151278 34.682792 -0.246810 -0.691639 -0.379878 0.562506
380.000000 15.766681 34.012856 34.967185 -0.253434 -0.679552 -0.390263 0.567164
381.000000 15.132810 34.772892 34.823824 -0.263359 -0.666903 -0.396806 0.573085
382.000000 15.920023 35.161549 35.302616 -0.270691 -0.659068 -0.397919 0.577942
383.000000 15.277829 34.677121 34.708548 -0.290026 -0.636722 -0.411277 0.584227
384.000000 15.782460 34.971987 35.519968 -0.293043 -0.639266 -0.406804 0.583074
385.000000 15.814877 35.642119 36.261502 -0.300087 -0.631408 -0.410446 0.585496
386.000000 15.387861 36.408572 36.741300 -0.309696 -0.620909 -0.413179 0.589782
387.000000 14.575939 36.283950 36.170992 -0.320004 -0.607437 -0.420234 0.593314
388.000000 14.208656 37.125651 36.566772 -0.329070 -0.599068 -0.422878 0.594983
389.000000 14.049163 37.989858 37.043960 -0.337289 -0.592105 -0.426652 0.594657
390.000000 14.588435 38.718910 37.465469 -0.336883 -0.589652 -0.435213 0.591109
391.000000 13.913171 39.379479 37.137343 -0.343237 -0.580348 -0.442035 0.591599
392.000000 13.512307 40.185942 37.571999 -0.351322 -0.571146 -0.447870 0.591420
393.000000 12.747405 40.816301 37.704560 -0.362107 -0.562811 -0.455728 0.586885
394.000000 13.276463 40.050016 37.339998 -0.373273 -0.554965 -0.462906 0.581721
395.000000 12.322917 39.770615 37.227374 -0.386762 -0.543432 -0.474480 0.574427
396.000000 13.219757 40.131877 37.482652 -0.391598 -0.540979 -0.478454 0.570153
397.000000 12.544707 39.611119 36.960045 -0.399995 -0.532414 -0.489130 0.563286
398.000000 12.329140 40.423185 37.502336 -0.409682 -0.522486 -0.497462 0.558301
399.000000 11.993481 39.569569 37.103998 -0.421136 -0.511348 -0.507126 0.551354
400.000000 12.449404 38.733397 36.799119 -0.432342 -0.501741 -0.515351 0.543829
401.000000 13.264795 39.137899 37.213263 -0.438317 -0.503059 -0.507038 0.545640
402.000000 13.438939 40.110342 37.368280 -0.451677 -0.490489 -0.508588 0.544745
403.000000 14.425237 40.173916 37.520512 -0.453961 -0.489483 -0.512506 0.540058
404.000000 15.204290 40.690453 37.165172 -0.017624 0.843939 -0.329249 0.423144
405.000000 15.877829 40.260632 36.563841 -0.019044 0.848126 -0.318649 0.422826
406.000000 15.661952 40.109951 37.528565 -0.021184 0.849758 -0.313183 0.423531
407.000000 16.107368 39.232288 37.705517 -0.021513 0.851489 -0.308663 0.423357
408.000000 16.378906 38.850415 36.822092 -0.017454 0.851656 -0.307807 0.423831
409.000000 17.101391 39.534930 36.724858 -0.002433 0.850964 -0.315040 0.420244
410.000000 16.204542 39.711314 37.130505 0.004113 0.848152 -0.321080 0.421342
411.000000 16.777570 38.980808 36.759022 0.010788 0.843753 -0.333732 0.420224
412.000000 17.440271 38.881069 36.016810 0.018621 0.839461 -0.348606 0.416451
413.000000 16.765431 38.700067 36.732232 0.033258 0.834048 -0.361796 0.415164
414.000000 16.240501 39.471074 37.092783 0.041812 0.827229 -0.384724 0.407346
415.000000 15.624291 39.970859 37.701470 0.050025 0.820811 -0.405871 0.398792
416.000000 15.335168 40.667630 38.357914 0.056754 0.814112 -0.430289 0.385813
417.000000 14.695839 40.341323 39.054177 0.060323 0.814258 -0.430514 0.384711
418.000000 15.526184 40.879055 38.907982 0.079693 0.802838 -0.460250 0.370500
419.000000 14.746719 40.400922 39.312733 0.087511 0.796163 -0.472045 0.368294
420.000000 14.088569 40.060238 39.984129 0.092472 0.795935 -0.472484 0.367008
421.000000 13.334222 40.278301 40.603331 0.102531 0.787958 -0.489582 0.359052
422.000000 12.620010 39.992527 41.242262 0.112255 0.781977 -0.501995 0.352011
423.000000 11.784978 40.155838 41.767667 0.128217 0.769658 -0.521242 0.345678
424.000000 12.301057 41.009289 41.694989 0.140940 0.757426 -0.543487 0.333262
425.000000 11.610907 41.533054 42.194353 0.154502 0.744024 -0.565300 0.320926
426.000000 11.098148 42.207655 42.725381 0.171015 0.728936 -0.586554 0.308804
427.000000 10.279830 42.500627 43.219874 0.185888 0.714618 -0.604849 0.298201
428.000000 10.836708 43.251751 42.865332 0.201665 0.699422 -0.621698 0.289191
429.000000 10.151817 43.646022 43.478092 0.216774 0.685395 -0.633407 0.286425
430.000000 10.720651 44.459777 43.358800 0.226911 0.672814 -0.646465 0.279135
431.000000 9.855182 43.959718 43.388883 0.236508 0.661232 -0.654829 0.279347
432.000000 9.663413 42.988827 43.245367 -0.249186 -0.648360 0.664523 -0.275582
433.000000 10.506431 42.758979 42.759064 -0.269063 -0.626324 0.681561 -0.266078
434.000000 10.966518 43.580251 42.421674 -0.278728 -0.614322 0.689297 -0.264176
435.000000 10.189936 43.791595 43.015184 -0.283734 -0.609428 0.690694 -0.266521
436.000000 9.822821 42.865499 42.928163 -0.291500 -0.599865 0.696564 -0.264552
437.000000 10.038181 43.802601 43.202863 -0.297951 -0.590763 0.703159 -0.260367
438.000000 10.887317 44.111948 42.774761 -0.306053 -0.582449 0.707421 -0.258149
439.000000 10.289986 44.906350 42.664663 -0.311356 -0.574922 0.712503 -0.254679
440.000000 10.718652 44.027087 42.456955 -0.317773 -0.567504 0.718854 -0.245374
441.000000 11.407394 43.710377 41.804782 -0.327487 -0.553333 0.730543 -0.229960
442.000000 12.201055 44.228151 41.485388 -0.339175 -0.540825 0.737215 -0.221320
443.000000 13.026389 44.156585 40.925297 -0.349612 -0.524124 0.748018 -0.208647
444.000000 13.817510 44.003712 40.333049 -0.355765 -0.513194 0.755723 -0.197346
445.000000 14.478291 43.654913 39.668438 -0.361311 -0.501703 0.765346 -0.178866
446.000000 15.301377 43.633488 39.100926 -0.367516 -0.487303 0.775671 -0.160628
447.000000 14.621267 43.579203 39.832023 -0.372395 -0.475624 0.783549 -0.145449
448.000000 15.450800 43.620451 39.275091 -0.379183 -0.461912 0.790403 -0.134610
449.000000 16.022807 43.082948 38.655496 -0.385387 -0.440853 0.801316 -0.122550
450.000000 16.851171 43.130501 38.097328 -0.391425 -0.434082 0.802763 -0.118031
451.000000 16.039863 42.698480 38.491203 -0.398343 -0.430027 0.801610 -0.117562
452.000000 16.747384 42.698504 37.784510 -0.403539 -0.430727 0.798223 -0.120290
453.000000 16.041504 43.106762 38.363353 -0.406713 -0.442695 0.788671 -0.128857
454.000000 16.464208 42.511112 37.680329 -0.410458 -0.450791 0.780457 -0.138558
455.000000 17.241484 42.582273 37.055207 -0.409497 -0.471450 0.766507 -0.150047
456.000000 17.741021 41.967002 36.445367 -0.410647 -0.485738 0.754813 -0.160267
457.000000 17.127547 42.219370 37.193672 -0.408372 -0.507787 0.738704 -0.172339
458.000000 17.707779 41.678666 36.584599 -0.409343 -0.512561 0.734649 -0.173233
459.000000 17.103205 42.049692 37.289460 -0.409281 -0.533275 0.716281 -0.187216
460.000000 16.392992 42.304916 37.945553 -0.408486 -0.550498 0.700587 -0.198165
461.000000 16.952000 41.611154 37.491456 -0.408860 -0.564425 0.687955 -0.202423
462.000000 16.903662 42.605533 37.585656 -0.412220 -0.575875 0.675067 -0.206706
463.000000 17.409393 42.504254 36.728931 -0.413718 -0.582600 0.668751 -0.205397
464.000000 16.603599 42.302322 37.285635 -0.414222 -0.596093 0.656931 -0.203803
465.000000 16.116709 41.431108 37.222994 -0.418196 -0.607631 0.642643 -0.207141
466.000000 16.400908 42.378794 37.368327 -0.421487 -0.619548 0.627393 -0.211866
467.000000 15.690669 41.764779 37.712632 0.420026 0.633976 -0.612412 0.215878
468.000000 15.856798 41.450222 36.778044 0.418174 0.644237 -0.601671 0.219276
469.000000 16.261286 41.401310 35.864809 0.415792 0.652230 -0.594261 0.220377
470.000000 16.592700 40.824745 35.117991 0.416933 0.664037 -0.578746 0.224221
471.000000 16.594779 40.058836 34.475046 0.417498 0.674621 -0.563299 0.230817
472.000000 17.333444 39.783125 33.859938 0.416110 0.685138 -0.550518 0.233172
473.000000 17.744295 39.623967 32.962235 0.415708 0.689237 -0.542760 0.239896
474.000000 18.150916 39.698161 32.051656 0.413411 0.695627 -0.535129 0.242550
475.000000 18.794192 39.487757 31.315500 0.409816 0.706075 -0.526382 0.237551
476.000000 18.799054 38.779743 30.609318 0.411826 0.716843 -0.509946 0.237679
477.000000 19.527653 38.904332 29.935803 0.416816 0.716806 -0.506323 0.236836
478.000000 19.919936 38.858898 29.017082 0.417059 0.724495 -0.492122 0.242866
479.000000 20.775744 38.824120 28.500958 0.416689 0.731725 -0.483913 0.238281
480.000000 21.028760 38.374332 27.644411 0.417706 0.739165 -0.470048 0.241271
481.000000 20.733064 37.439776 27.446500 0.421258 0.746521 -0.451111 0.248488
482.000000 21.409579 37.467077 26.710577 0.423689 0.748470 -0.443106 0.252859
483.000000 21.418553 36.829028 25.940634 0.424552 0.753578 -0.427613 0.262721
484.000000 22.232259 36.800399 25.360062 0.422136 0.759325 -0.416908 0.267236
485.000000 22.417667 36.118837 24.652180 0.422723 0.764626 -0.403547 0.271665
486.000000 22.440630 35.396316 23.961213 0.424620 0.769730 -0.387734 0.277265
487.000000 22.741740 34.742550 23.267006 0.424967 0.775289 -0.372577 0.281986
488.000000 22.128479 34.112541 23.743451 0.426890 0.780554 -0.354065 0.288339
489.000000 23.006454 34.003286 23.277378 0.428908 0.782861 -0.345369 0.289630
490.000000 23.238874 33.951600 22.306137 0.429566 0.785296 -0.333405 0.296014
491.000000 23.294946 33.250845 21.594942 0.431553 0.787511 -0.320851 0.301070
492.000000 23.419812 34.080756 22.138685 0.434245 0.789641 -0.309034 0.303969
493.000000 22.855184 33.356662 21.742601 0.437511 0.790402 -0.296918 0.309336
494.000000 22.408985 32.519550 21.426134 0.440713 0.791186 -0.286971 0.312162
495.000000 21.789880 31.740989 21.323416 0.445125 0.791422 -0.278309 0.313143
496.000000 22.657722 31.576788 20.854494 0.451172 0.789843 -0.275253 0.311172
497.000000 22.530687 30.668450 20.456018 0.456540 0.788782 -0.271549 0.309281
498.000000 23.260269 30.078369 20.110310 0.464463 0.786367 -0.271327 0.303780
499.000000 22.763369 29.295179 19.736541 0.472640 0.783889 -0.272839 0.296123
500.000000 23.306039 28.498639 19.470019 0.492110 0.773677 -0.276271 0.287970
501.000000 22.376817 28.406823 19.827952 0.501350 0.769641 -0.272925 0.286030
502.000000 23.243594 28.887871 19.959444 0.513901 0.762003 -0.283870 0.273267
503.000000 22.256742 28.731566 20.000570 0.525086 0.755011 -0.286079 0.269077
504.000000 21.281756 28.710451 20.221834 0.532405 0.751886 -0.288625 0.260591
505.000000 21.842781 27.995271 19.804978 0.553054 0.736686 -0.307188 0.238874
506.000000 22.634067 27.436869 19.555872 0.567680 0.724681 -0.325277 0.216266
507.000000 21.650245 27.605126 19.617382 0.580113 0.714952 -0.334859 0.200453
508.000000 22.531830 27.187106 19.398140 0.597044 0.699989 -0.348847 0.178492
509.000000 21.582155 27.406637 19.621575 0.607180 0.692172 -0.352235 0.167813
510.000000 20.604425 27.585478 19.511758 0.616884 0.682312 -0.358899 0.158417
511.000000 21.369132 27.061794 19.136287 0.627216 0.670128 -0.369845 0.144024
512.000000 22.196608 26.660488 18.743557 0.637327 0.657580 -0.380931 0.127650
513.000000 22.793833 25.904825 18.474677 0.649938 0.642372 -0.390814 0.110468
514.000000 21.837736 26.119567 18.674087 0.658757 0.630584 -0.397471 0.102074
515.000000 20.993290 26.648775 18.756853 0.662914 0.621221 -0.405755 0.099964
516.000000 20.247392 27.245341 19.053073 0.665753 0.613973 -0.414363 0.090080
517.000000 19.383426 27.666568 19.328992 0.670419 0.607465 -0.417237 0.086247
518.000000 19.161635 28.527178 19.787422 0.675356 0.597316 -0.426232 0.073723
519.000000 18.350423 29.045842 20.057464 0.679769 0.587988 -0.433404 0.065920
520.000000 18.610671 28.189361 19.611693 0.685623 0.574590 -0.443785 0.053128
521.000000 19.526084 28.422754 19.939637 0.689040 0.563322 -0.454095 0.041105
522.000000 18.674522 28.921789 20.100281 0.692715 0.553227 -0.461142 0.037864
523.000000 17.874960 29.497999 20.269641 0.694352 0.543669 -0.470475 0.030871
524.000000 18.128756 28.733378 19.677238 0.695352 0.533730 -0.480904 0.018679
525.000000 18.160467 27.909365 19.111555 0.696716 0.522204 -0.491791 0.005604
526.000000 18.520860 27.361923 18.356291 0.695571 0.513642 -0.502255 -0.009659
527.000000 18.140616 27.747722 19.196870 0.695502 0.503518 -0.512129 -0.021690
528.000000 17.787633 28.269309 19.973626 0.696377 0.494753 -0.519225 -0.026160
529.000000 17.269556 28.645226 20.741925 0.695239 0.489320 -0.525504 -0.032469
530.000000 16.777220 29.160920 21.443113 0.692771 0.485304 -0.531664 -0.043372
531.000000 17.440456 28.696494 20.856234 0.691805 0.474269 -0.541436 -0.057637
532.000000 18.427263 28.738730 20.699938 0.689862 0.465695 -0.549956 -0.069046
533.000000 17.430595 28.663891 20.732369 0.686034 0.460224 -0.557700 -0.080763
534.000000 18.272359 28.134915 20.840155 0.685925 0.450783 -0.563202 -0.095419
535.000000 17.885555 28.803230 21.475558 0.686659 0.442333 -0.567338 -0.104732
536.000000 17.735787 29.269753 22.347295 0.689078 0.433866 -0.570021 -0.109584
537.000000 18.593093 28.762364 22.434372 0.688178 0.425323 -0.575438 -0.119930
538.000000 18.849175 29.673283 22.757865 0.686509 0.420865 -0.578990 -0.127864
539.000000 19.197034 30.502910 23.194572 0.687840 0.415561 -0.578712 -0.138840
540.000000 19.688536 29.729803 22.793658 0.690980 0.402135 -0.578545 -0.161616
541.000000 20.470435 30.323201 22.984740 0.692538 0.397654 -0.576428 -0.173187
542.000000 20.932128 31.049515 23.493963 0.693296 0.393174 -0.575326 -0.183727
543.000000 20.202240 30.397686 23.288096 0.694434 0.390712 -0.571595 -0.195917
544.000000 21.049110 30.926139 23.347656 0.697576 0.385774 -0.566327 -0.209379
545.000000 21.801823 31.541614 23.581352 0.700494 0.385178 -0.558271 -0.221991
546.000000 22.585517 32.136658 23.759527 0.706426 0.384997 -0.548670 -0.227376
547.000000 23.511778 32.336979 24.078764 0.712766 0.386537 -0.538013 -0.230424
548.000000 23.066035 32.888759 24.783641 0.724662 0.396341 -0.520801 -0.215745
549.000000 22.566833 32.981024 25.645201 0.734587 0.408986 -0.500785 -0.205733
550.000000 23.073714 32.576634 24.883925 0.736166 0.408432 -0.497564 -0.208982
551.000000 23.775347 32.693631 25.586792 0.743296 0.416652 -0.484377 -0.198220
552.000000 23.067756 32.474318 26.258518 0.752424 0.428514 -0.463967 -0.186999
553.000000 22.417815 32.454274 27.018239 0.761460 0.443381 -0.439308 -0.174930
554.000000 22.783969 32.563684 26.094139 0.763460 0.447769 -0.432587 -0.171755
555.000000 23.001607 32.017346 25.285344 0.769077 0.452819 -0.418018 -0.169517
556.000000 22.459687 31.913190 24.451393 0.776892 0.456657 -0.402624 -0.160613
557.000000 21.861321 32.184827 25.205165 0.785442 0.461177 -0.385337 -0.148025
558.000000 20.919235 32.345732 25.499417 0.792873 0.463579 -0.371466 -0.135867
559.000000 20.133726 32.240393 24.889599 0.799526 0.468307 -0.355425 -0.122968
560.000000 19.153816 32.287662 25.083359 0.805616 0.471587 -0.341076 -0.110709
561.000000 18.867062 31.930185 24.194550 0.810395 0.474232 -0.329437 -0.099171
562.000000 17.987213 31.851679 23.725825 0.815173 0.477291 -0.316551 -0.086500
563.000000 17.059737 31.851080 23.351943 0.817233 0.483170 -0.305382 -0.073611
564.000000 16.323099 32.009018 24.009529 0.819036 0.487035 -0.296633 -0.063141
565.000000 15.384951 32.310435 24.179903 0.823797 0.486304 -0.286965 -0.050183
566.000000 15.926939 31.946406 23.422452 0.826648 0.486251 -0.280446 -0.039533
567.000000 16.617099 31.665965 24.089559 0.826137 0.491679 -0.273529 -0.030511
568.000000 16.243175 31.322050 23.228221 0.826782 0.495521 -0.265411 -0.021160
569.000000 15.411499 31.863171 23.103710 0.827578 0.499495 -0.255922 -0.011089
570.000000 14.639328 32.042219 22.494042 0.828374 0.502199 -0.248140 -0.004391
571.000000 15.171583 31.388021 21.956707 0.830558 0.501942 -0.241297 0.001770
572.000000 14.640064 32.070073 22.458994 0.832823 0.501351 -0.234443 0.009456
573.000000 14.843848 31.460879 21.692603 0.834400 0.501821 -0.227096 0.019481
574.000000 14.541057 32.273913 22.189888 0.836753 0.501110 -0.219041 0.027447
575.000000 15.157383 31.604078 21.775808 0.838535 0.501446 -0.209714 0.037836
576.000000 15.610046 31.131989 21.019350 0.839380 0.503210 -0.199839 0.047809
577.000000 15.382714 31.473522 21.931313 0.840035 0.504924 -0.189931 0.057614
578.000000 14.753963 31.021132 21.298845 0.841215 0.506118 -0.178701 0.065328
579.000000 14.055553 31.429558 21.886561 0.842338 0.506970 -0.166723 0.075178
580.000000 13.659168 31.491311 22.802567 0.843377 0.507771 -0.153566 0.085450
581.000000 13.807384 32.214870 23.476728 0.842727 0.510433 -0.142131 0.095223
582.000000 12.944586 32.089107 22.987072 0.841710 0.513432 -0.130582 0.104212
583.000000 13.348604 32.662065 23.700155 0.842426 0.513467 -0.119506 0.111300
584.000000 13.237630 32.197352 22.821676 0.841295 0.516072 -0.109249 0.118140
585.000000 12.690791 31.847103 22.061220 0.839684 0.519317 -0.097827 0.125181
586.000000 13.566060 32.246009 21.787763 0.838569 0.520478 -0.095380 0.129642
587.000000 13.020690 31.992377 20.988862 0.837726 0.522336 -0.084023 0.135353
588.000000 12.049692 32.113897 21.194765 0.835083 0.526218 -0.074279 0.142178
589.000000 12.192758 32.729596 21.969650 0.831691 0.530419 -0.062639 0.151729
590.000000 11.794092 32.236931 21.196122 0.828300 0.534554 -0.052420 0.159449
591.000000 11.424464 32.268504 22.124765 0.827108 0.535232 -0.042552 0.166154
592.000000 11.013925 32.631584 22.961204 0.828323 0.531407 -0.032437 0.174461
593.000000 11.252678 32.130261 22.129536 0.825793 0.533268 -0.022765 0.182133
594.000000 11.614362 32.638116 22.911372 0.824046 0.532915 -0.013062 0.191779
595.000000 11.334660 33.035649 23.785291 0.821156 0.533608 -0.001095 0.202397
596.000000 12.292740 32.760361 23.705917 0.821304 0.533422 0.003751 0.202254
597.000000 13.255528 32.932754 23.914051 0.819603 0.532956 0.018410 0.209450
598.000000 12.726532 32.706572 24.731978 0.817786 0.532902 0.028461 0.215478
599.000000 12.061214 32.415205 25.419333 0.818691 0.529502 0.038125 0.218904
600.000000 12.284316 32.370684 24.445555 0.820081 0.525739 0.047229 0.220986
601.000000 12.158901 31.908254 23.567814 0.822772 0.521803 0.056749 0.218053
602.000000 12.003824 31.438630 22.698674 0.825751 0.518913 0.064715 0.211366
603.000000 11.736887 32.071528 23.425437 0.830405 0.515405 0.069190 0.199998
604.000000 11.454156 32.879956 22.909192 0.835254 0.509873 0.071294 0.193126
605.000000 11.012052 33.733136 22.632374 0.837453 0.506703 0.071967 0.191691
606.000000 11.322931 33.353531 23.503726 0.842021 0.506872 0.071869 0.170047
607.000000 11.055737 33.468081 22.546916 0.846100 0.507216 0.071503 0.147422
608.000000 11.488755 32.694283 23.009226 0.850372 0.506191 0.071257 0.124741
609.000000 11.832763 32.266339 23.845003 0.856653 0.500811 0.068593 0.103094
610.000000 11.364933 32.822377 24.531994 0.859404 0.500598 0.066045 0.080407
611.000000 11.878986 32.195374 25.117328 0.862544 0.498461 0.065020 0.057670
612.000000 12.498469 31.701183 24.507396 0.865402 0.495160 0.063363 0.043375
613.000000 13.201212 31.243909 23.962371 0.867169 0.493777 0.059794 0.025036
614.000000 12.482502 31.884597 24.232508 0.870428 0.488649 0.058840 0.010731
615.000000 13.069782 31.142518 24.555650 0.872476 0.485160 0.058281 -0.002856
616.000000 13.738304 30.420019 24.731925 0.872222 0.485506 0.056366 -0.018319
617.000000 13.534737 30.797026 25.635488 0.871856 0.485488 0.055411 -0.033124
618.000000 13.762650 30.427029 26.536131 0.872115 0.483552 0.055829 -0.049752
619.000000 13.280320 30.993877 25.868268 0.873311 0.478916 0.055609 -0.069823
620.000000 13.665868 30.083948 26.021178 0.872522 0.476429 0.054459 -0.093564
621.000000 14.187306 29.239424 25.899183 0.871842 0.473055 0.052516 -0.115553
622.000000 14.849914 28.568734 26.232537 0.871676 0.467500 0.047609 -0.139134
623.000000 15.211063 28.399866 25.315446 0.869599 0.464838 0.041915 -0.161139
624.000000 14.651013 28.641085 26.108010 0.866720 0.463494 0.038971 -0.180142
625.000000 13.943000 29.236081 25.727618 0.863117 0.462877 0.036041 -0.198681
626.000000 14.007157 28.238407 25.750643 0.858478 0.461340 0.036980 -0.220937
627.000000 13.828108 28.380483 26.724171 0.853309 0.462748 0.035641 -0.237609
628.000000 14.424454 27.585502 26.612924 0.844375 0.462728 0.031548 -0.268174
629.000000 15.270375 27.058674 26.530036 0.839561 0.452918 0.019486 -0.299373
630.000000 14.562723 27.314197 27.188774 0.832951 0.454545 0.015857 -0.315165
631.000000 13.983583 27.839636 27.812080 0.829979 0.457476 0.013499 -0.318855
632.000000 13.973786 27.876233 28.811362 0.826627 0.454175 0.006608 -0.332220
633.000000 14.265398 27.511992 27.926890 0.820961 0.452251 -0.000701 -0.348556
634.000000 13.862388 27.727978 28.816234 0.818205 0.451036 -0.004196 -0.356498
635.000000 14.224164 27.595181 29.738992 0.815730 0.444992 -0.011238 -0.369379
636.000000 13.474940 27.578776 30.401106 0.815585 0.440871 -0.010552 -0.374624
637.000000 14.345685 27.180772 30.689891 0.811902 0.437745 -0.017765 -0.385849
638.000000 14.874743 27.068420 29.848776 0.808942 0.436118 -0.021892 -0.393616
639.000000 15.546967 26.357683 30.056059 0.802519 0.436148 -0.026980 -0.406215
640.000000 15.956216 25.977015 29.226838 0.793954 0.430857 -0.034895 -0.427529
641.000000 16.716894 25.445191 28.854638 0.789165 0.425627 -0.041965 -0.440793
642.000000 17.348593 24.691681 28.672487 0.784231 0.421999 -0.048463 -0.452272
643.000000 16.991180 25.243409 27.918927 0.777690 0.421443 -0.052876 -0.463453
644.000000 16.547609 25.474799 27.053073 0.771791 0.417536 -0.058059 -0.476058
645.000000 16.486411 25.791502 27.999621 0.766674 0.419841 -0.057724 -0.482300
646.000000 16.827062 25.519355 27.099681 0.761148 0.417889 -0.059566 -0.492416
647.000000 17.232667 25.270651 26.220118 -0.753011 -0.410208 0.066897 0.510126
648.000000 17.292555 25.458274 27.200532 -0.751418 -0.411533 0.066508 0.511457
649.000000 17.536698 25.212238 26.262523 -0.748008 -0.406132 0.069180 0.520341
650.000000 16.981685 25.878631 25.764647 -0.744798 -0.403965 0.070107 0.526472
651.000000 17.328003 25.079206 25.273746 -0.739903 -0.400265 0.068843 0.536276
652.000000 17.747606 24.172887 25.223559 -0.734204 -0.395757 0.065626 0.547734
653.000000 17.584091 24.480644 24.286249 -0.729438 -0.391861 0.061483 0.557301
654.000000 18.142907 23.945770 24.919996 -0.727216 -0.391625 0.054784 0.561057
655.000000 18.337439 23.349252 25.698664 -0.729120 -0.390203 0.047194 0.560267
656.000000 18.871721 22.588564 26.067306 -0.731125 -0.391321 0.036269 0.557681
657.000000 19.830519 22.373296 25.881928 -0.732209 -0.392020 0.028559 0.556215
658.000000 19.617163 23.147392 25.285896 -0.737623 -0.390634 0.016452 0.550497
659.000000 19.746049 22.523814 26.056959 -0.743576 -0.389809 0.005289 0.543245
660.000000 20.343546 21.790788 26.382027 -0.748564 -0.389712 -0.007564 0.536394
661.000000 19.529496 21.580598 26.923454 -0.763184 -0.382389 -0.029352 0.520065
662.000000 19.996326 20.773381 27.284661 -0.771551 -0.378311 -0.044405 0.509528
663.000000 20.771298 20.966576 26.682918 -0.769684 -0.382017 -0.047927 0.509266
664.000000 20.029442 21.069478 27.345535 0.787720 0.374390 0.065514 -0.484806
665.000000 20.802336 20.466826 27.146926 0.797194 0.368972 0.076855 -0.471630
666.000000 21.226170 20.866839 26.334304 0.805877 0.363584 0.085317 -0.459446
667.000000 20.402884 21.153349 26.824318 0.817174 0.358667 0.100374 -0.439898
668.000000 19.681440 20.849868 27.446747 0.823777 0.354149 0.108672 -0.429140
669.000000 19.644556 21.786316 27.097883 0.831364 0.349587 0.120092 -0.414970
670.000000 20.549047 21.834751 26.674150 0.837351 0.346351 0.127135 -0.403387
671.000000 21.206061 21.561983 25.971348 0.841629 0.343080 0.133803 -0.395037
672.000000 20.776297 22.444616 26.161774 0.848292 0.340234 0.144167 -0.379285
